car_code,category_key,category_title,name,status
CAR002,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR002,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR002,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR002,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR002,comfort_convenience,Comfort Convenience,Rear armrest cup holders,little_flaw
CAR002,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR002,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR002,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR002,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,damaged
CAR002,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR002,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR002,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR002,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR002,interior,Interior,Door pockets,little_flaw
CAR002,interior,Interior,Seat upholstery type - Fabric seats,little_flaw
CAR002,interior,Interior,Digital tripmeter,flawless
CAR002,interior,Interior,Headrests,flawless
CAR002,interior,Interior,Interior door handles,flawless
CAR002,interior,Interior,Digital cockpit,flawless
CAR002,interior,Interior,Digital odometer,flawless
CAR002,interior,Interior,Digital Instrument cluster,little_flaw
CAR002,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR002,exterior,Exterior,Rear power window,flawless
CAR002,exterior,Exterior,Body colored bumpers,flawless
CAR002,exterior,Exterior,Tail lamps - Conventional,flawless
CAR002,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR002,exterior,Exterior,Headlights Bulb type - Halogen,little_flaw
CAR002,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR002,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR003,safety,Safety,Engine immobilizer,flawless
CAR003,safety,Safety,Anti theft device,flawless
CAR003,safety,Safety,Headlight and ignition off reminder,damaged
CAR003,safety,Safety,Central locking,little_flaw
CAR003,safety,Safety,Speed sensing central door locking,flawless
CAR003,safety,Safety,Power door locks,flawless
CAR003,safety,Safety,Child safety lock,flawless
CAR003,safety,Safety,Low fuel level warning,flawless
CAR003,safety,Safety,Door ajar warning,damaged
CAR003,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR003,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR003,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR003,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR003,comfort_convenience,Comfort Convenience,Air conditioner,little_flaw
CAR003,comfort_convenience,Comfort Convenience,Power steering,damaged
CAR003,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR003,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR003,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR003,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,damaged
CAR003,comfort_convenience,Comfort Convenience,Cup holders,little_flaw
CAR003,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,little_flaw
CAR003,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR003,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR003,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR003,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR003,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR003,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR003,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,little_flaw
CAR003,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR003,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR003,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR003,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR003,interior,Interior,Door pockets,damaged
CAR003,interior,Interior,Seat upholstery type - Fabric seats,little_flaw
CAR003,interior,Interior,Digital tripmeter,flawless
CAR003,interior,Interior,Headrests,flawless
CAR003,interior,Interior,Interior door handles,little_flaw
CAR003,interior,Interior,Digital cockpit,flawless
CAR003,interior,Interior,Digital odometer,flawless
CAR003,interior,Interior,Digital Instrument cluster,flawless
CAR003,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR003,exterior,Exterior,Rear power window,flawless
CAR003,exterior,Exterior,Body colored bumpers,damaged
CAR003,exterior,Exterior,Tail lamps - Conventional,flawless
CAR003,exterior,Exterior,Exterior door handle colour - Body Coloured,damaged
CAR003,exterior,Exterior,Headlights Bulb type - Halogen,little_flaw
CAR003,exterior,Exterior,Tail lamps type - Conventional,little_flaw
CAR003,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR004,safety,Safety,Engine immobilizer,flawless
CAR004,safety,Safety,Anti theft device,flawless
CAR004,safety,Safety,Headlight and ignition off reminder,flawless
CAR004,safety,Safety,Central locking,little_flaw
CAR004,safety,Safety,Speed sensing central door locking,flawless
CAR004,safety,Safety,Power door locks,little_flaw
CAR004,safety,Safety,Child safety lock,flawless
CAR004,safety,Safety,Low fuel level warning,flawless
CAR004,safety,Safety,Door ajar warning,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR004,comfort_convenience,Comfort Convenience,Folding rear seat,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR004,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR004,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR004,comfort_convenience,Comfort Convenience,Power steering,damaged
CAR004,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR004,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR004,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR004,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR004,comfort_convenience,Comfort Convenience,Cup holders,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Digital Clock,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,damaged
CAR004,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR004,comfort_convenience,Comfort Convenience,Power steering type - EPS,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR004,comfort_convenience,Comfort Convenience,Automatic climate control,damaged
CAR004,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR004,comfort_convenience,Comfort Convenience,Third row cup holders,little_flaw
CAR004,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR004,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR004,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR004,interior,Interior,Door pockets,flawless
CAR004,interior,Interior,Seat upholstery type - Fabric seats,little_flaw
CAR004,interior,Interior,Digital tripmeter,flawless
CAR004,interior,Interior,Headrests,flawless
CAR004,interior,Interior,Interior door handles,flawless
CAR004,interior,Interior,Digital cockpit,flawless
CAR004,interior,Interior,Digital odometer,little_flaw
CAR004,interior,Interior,Digital Instrument cluster,little_flaw
CAR004,exterior,Exterior,Outside rear view mirrors (ORVMs),little_flaw
CAR004,exterior,Exterior,Rear power window,flawless
CAR004,exterior,Exterior,Body colored bumpers,flawless
CAR004,exterior,Exterior,Tail lamps - Conventional,flawless
CAR004,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR004,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR004,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR004,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR005,safety,Safety,Engine immobilizer,little_flaw
CAR005,safety,Safety,Anti theft device,flawless
CAR005,safety,Safety,Headlight and ignition off reminder,flawless
CAR005,safety,Safety,Central locking,little_flaw
CAR005,safety,Safety,Speed sensing central door locking,flawless
CAR005,safety,Safety,Power door locks,flawless
CAR005,safety,Safety,Child safety lock,damaged
CAR005,safety,Safety,Low fuel level warning,flawless
CAR005,safety,Safety,Door ajar warning,flawless
CAR005,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR005,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR005,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR005,comfort_convenience,Comfort Convenience,Distance to empty display,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Air conditioner,damaged
CAR005,comfort_convenience,Comfort Convenience,Power steering,flawless
CAR005,comfort_convenience,Comfort Convenience,12V power outlets,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR005,comfort_convenience,Comfort Convenience,Adjustable ORVM,little_flaw
CAR005,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,damaged
CAR005,comfort_convenience,Comfort Convenience,Cup holders,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR005,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR005,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR005,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR005,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR005,comfort_convenience,Comfort Convenience,Third row cup holders,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Three zone climate control,little_flaw
CAR005,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR005,comfort_convenience,Comfort Convenience,Auto dimming IRVM,little_flaw
CAR005,interior,Interior,Door pockets,flawless
CAR005,interior,Interior,Seat upholstery type - Fabric seats,damaged
CAR005,interior,Interior,Digital tripmeter,flawless
CAR005,interior,Interior,Headrests,damaged
CAR005,interior,Interior,Interior door handles,flawless
CAR005,interior,Interior,Digital cockpit,flawless
CAR005,interior,Interior,Digital odometer,damaged
CAR005,interior,Interior,Digital Instrument cluster,flawless
CAR005,exterior,Exterior,Outside rear view mirrors (ORVMs),little_flaw
CAR005,exterior,Exterior,Rear power window,flawless
CAR005,exterior,Exterior,Body colored bumpers,flawless
CAR005,exterior,Exterior,Tail lamps - Conventional,flawless
CAR005,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR005,exterior,Exterior,Headlights Bulb type - Halogen,little_flaw
CAR005,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR005,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR006,safety,Safety,Engine immobilizer,flawless
CAR006,safety,Safety,Anti theft device,little_flaw
CAR006,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR006,safety,Safety,Central locking,flawless
CAR006,safety,Safety,Speed sensing central door locking,flawless
CAR006,safety,Safety,Power door locks,flawless
CAR006,safety,Safety,Child safety lock,flawless
CAR006,safety,Safety,Low fuel level warning,little_flaw
CAR006,safety,Safety,Door ajar warning,flawless
CAR006,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR006,comfort_convenience,Comfort Convenience,Folding rear seat,little_flaw
CAR006,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR006,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR006,comfort_convenience,Comfort Convenience,Air conditioner,damaged
CAR006,comfort_convenience,Comfort Convenience,Power steering,little_flaw
CAR006,comfort_convenience,Comfort Convenience,12V power outlets,little_flaw
CAR006,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR006,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR006,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR006,comfort_convenience,Comfort Convenience,Cup holders,damaged
CAR006,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR006,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR006,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR006,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR006,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR006,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR006,comfort_convenience,Comfort Convenience,Automatic climate control,little_flaw
CAR006,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR006,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR006,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR006,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR006,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR006,interior,Interior,Door pockets,little_flaw
CAR006,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR006,interior,Interior,Digital tripmeter,damaged
CAR006,interior,Interior,Headrests,flawless
CAR006,interior,Interior,Interior door handles,little_flaw
CAR006,interior,Interior,Digital cockpit,flawless
CAR006,interior,Interior,Digital odometer,flawless
CAR006,interior,Interior,Digital Instrument cluster,damaged
CAR006,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR006,exterior,Exterior,Rear power window,flawless
CAR006,exterior,Exterior,Body colored bumpers,flawless
CAR006,exterior,Exterior,Tail lamps - Conventional,flawless
CAR006,exterior,Exterior,Exterior door handle colour - Body Coloured,little_flaw
CAR006,exterior,Exterior,Headlights Bulb type - Halogen,little_flaw
CAR006,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR006,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR007,safety,Safety,Engine immobilizer,flawless
CAR007,safety,Safety,Anti theft device,little_flaw
CAR007,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR007,safety,Safety,Central locking,little_flaw
CAR007,safety,Safety,Speed sensing central door locking,flawless
CAR007,safety,Safety,Power door locks,flawless
CAR007,safety,Safety,Child safety lock,little_flaw
CAR007,safety,Safety,Low fuel level warning,damaged
CAR007,safety,Safety,Door ajar warning,flawless
CAR007,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR007,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR007,comfort_convenience,Comfort Convenience,Power windows,little_flaw
CAR007,comfort_convenience,Comfort Convenience,Distance to empty display,little_flaw
CAR007,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR007,comfort_convenience,Comfort Convenience,Power steering,damaged
CAR007,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR007,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,little_flaw
CAR007,comfort_convenience,Comfort Convenience,Adjustable ORVM,little_flaw
CAR007,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR007,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR007,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,damaged
CAR007,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR007,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,damaged
CAR007,comfort_convenience,Comfort Convenience,Rear armrest cup holders,damaged
CAR007,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR007,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR007,comfort_convenience,Comfort Convenience,Automatic climate control,little_flaw
CAR007,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,little_flaw
CAR007,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR007,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR007,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR007,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR007,interior,Interior,Door pockets,flawless
CAR007,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR007,interior,Interior,Digital tripmeter,flawless
CAR007,interior,Interior,Headrests,damaged
CAR007,interior,Interior,Interior door handles,damaged
CAR007,interior,Interior,Digital cockpit,little_flaw
CAR007,interior,Interior,Digital odometer,flawless
CAR007,interior,Interior,Digital Instrument cluster,flawless
CAR007,exterior,Exterior,Outside rear view mirrors (ORVMs),little_flaw
CAR007,exterior,Exterior,Rear power window,little_flaw
CAR007,exterior,Exterior,Body colored bumpers,little_flaw
CAR007,exterior,Exterior,Tail lamps - Conventional,flawless
CAR007,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR007,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR007,exterior,Exterior,Tail lamps type - Conventional,little_flaw
CAR007,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR008,safety,Safety,Engine immobilizer,little_flaw
CAR008,safety,Safety,Anti theft device,flawless
CAR008,safety,Safety,Headlight and ignition off reminder,flawless
CAR008,safety,Safety,Central locking,flawless
CAR008,safety,Safety,Speed sensing central door locking,flawless
CAR008,safety,Safety,Power door locks,little_flaw
CAR008,safety,Safety,Child safety lock,flawless
CAR008,safety,Safety,Low fuel level warning,damaged
CAR008,safety,Safety,Door ajar warning,flawless
CAR008,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR008,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR008,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR008,comfort_convenience,Comfort Convenience,Distance to empty display,flawless
CAR008,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR008,comfort_convenience,Comfort Convenience,Power steering,damaged
CAR008,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR008,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,flawless
CAR008,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR008,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR008,comfort_convenience,Comfort Convenience,Cup holders,flawless
CAR008,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,flawless
CAR008,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR008,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,little_flaw
CAR008,comfort_convenience,Comfort Convenience,Rear armrest cup holders,flawless
CAR008,comfort_convenience,Comfort Convenience,Power steering type - EPS,flawless
CAR008,comfort_convenience,Comfort Convenience,Dual zone climate control,little_flaw
CAR008,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR008,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR008,comfort_convenience,Comfort Convenience,Third row cup holders,little_flaw
CAR008,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR008,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,little_flaw
CAR008,comfort_convenience,Comfort Convenience,Auto dimming IRVM,little_flaw
CAR008,interior,Interior,Door pockets,little_flaw
CAR008,interior,Interior,Seat upholstery type - Fabric seats,damaged
CAR008,interior,Interior,Digital tripmeter,flawless
CAR008,interior,Interior,Headrests,flawless
CAR008,interior,Interior,Interior door handles,flawless
CAR008,interior,Interior,Digital cockpit,damaged
CAR008,interior,Interior,Digital odometer,damaged
CAR008,interior,Interior,Digital Instrument cluster,little_flaw
CAR008,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR008,exterior,Exterior,Rear power window,flawless
CAR008,exterior,Exterior,Body colored bumpers,flawless
CAR008,exterior,Exterior,Tail lamps - Conventional,little_flaw
CAR008,exterior,Exterior,Exterior door handle colour - Body Coloured,little_flaw
CAR008,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR008,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR008,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR009,safety,Safety,Engine immobilizer,flawless
CAR009,safety,Safety,Anti theft device,flawless
CAR009,safety,Safety,Headlight and ignition off reminder,flawless
CAR009,safety,Safety,Central locking,little_flaw
CAR009,safety,Safety,Speed sensing central door locking,damaged
CAR009,safety,Safety,Power door locks,damaged
CAR009,safety,Safety,Child safety lock,flawless
CAR009,safety,Safety,Low fuel level warning,flawless
CAR009,safety,Safety,Door ajar warning,little_flaw
CAR009,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR009,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR009,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR009,comfort_convenience,Comfort Convenience,Distance to empty display,damaged
CAR009,comfort_convenience,Comfort Convenience,Air conditioner,flawless
CAR009,comfort_convenience,Comfort Convenience,Power steering,little_flaw
CAR009,comfort_convenience,Comfort Convenience,12V power outlets,flawless
CAR009,comfort_convenience,Comfort Convenience,Vanity mirror on sun visors,little_flaw
CAR009,comfort_convenience,Comfort Convenience,Adjustable ORVM,flawless
CAR009,comfort_convenience,Comfort Convenience,One touch-down power windows - Driver,flawless
CAR009,comfort_convenience,Comfort Convenience,Cup holders,little_flaw
CAR009,comfort_convenience,Comfort Convenience,Adjustable cluster brightness,damaged
CAR009,comfort_convenience,Comfort Convenience,Digital Clock,flawless
CAR009,comfort_convenience,Comfort Convenience,Power windows position - Front and rear seats,flawless
CAR009,comfort_convenience,Comfort Convenience,Rear armrest cup holders,little_flaw
CAR009,comfort_convenience,Comfort Convenience,Power steering type - EPS,damaged
CAR009,comfort_convenience,Comfort Convenience,Dual zone climate control,flawless
CAR009,comfort_convenience,Comfort Convenience,Automatic climate control,flawless
CAR009,comfort_convenience,Comfort Convenience,Steering wheel gearshift paddles,flawless
CAR009,comfort_convenience,Comfort Convenience,Third row cup holders,flawless
CAR009,comfort_convenience,Comfort Convenience,Three zone climate control,flawless
CAR009,comfort_convenience,Comfort Convenience,Electrically adjustable ORVM,flawless
CAR009,comfort_convenience,Comfort Convenience,Auto dimming IRVM,flawless
CAR009,interior,Interior,Door pockets,flawless
CAR009,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR009,interior,Interior,Digital tripmeter,flawless
CAR009,interior,Interior,Headrests,damaged
CAR009,interior,Interior,Interior door handles,little_flaw
CAR009,interior,Interior,Digital cockpit,flawless
CAR009,interior,Interior,Digital odometer,little_flaw
CAR009,interior,Interior,Digital Instrument cluster,damaged
CAR009,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR009,exterior,Exterior,Rear power window,flawless
CAR009,exterior,Exterior,Body colored bumpers,little_flaw
CAR009,exterior,Exterior,Tail lamps - Conventional,damaged
CAR009,exterior,Exterior,Exterior door handle colour - Body Coloured,damaged
CAR009,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR009,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR009,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR010,safety,Safety,Engine immobilizer,flawless
CAR010,safety,Safety,Anti theft device,little_flaw
CAR010,safety,Safety,Headlight and ignition off reminder,flawless
CAR010,safety,Safety,Central locking,little_flaw
CAR010,safety,Safety,Speed sensing central door locking,little_flaw
CAR010,safety,Safety,Power door locks,little_flaw
CAR010,safety,Safety,Child safety lock,little_flaw
CAR010,safety,Safety,Low fuel level warning,damaged
CAR010,safety,Safety,Door ajar warning,little_flaw
CAR010,comfort_convenience,Comfort Convenience,Anti-glare mirrors - Manual,flawless
CAR010,comfort_convenience,Comfort Convenience,Folding rear seat,flawless
CAR010,comfort_convenience,Comfort Convenience,Power windows,flawless
CAR010,comfort_convenience,Comfort Convenience,Distance to empty display,little_flaw
